TimeGenerated,UserPrincipalName,AppDisplayName,IPAddress,City,Country,ResultType,ResultDescription,DeviceOS,Browser
2026-08-06T15:16:04Z,amelia.frost@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T15:16:33Z,kian.patel@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-06T15:21:34Z,priya.nair@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-06T15:22:11Z,finn.gale@cloudora.io,SharePoint Online,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T15:23:21Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T15:30:02Z,felix.hart@cloudora.io,Azure Portal,192.0.2.30,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T15:31:54Z,alba.vega@cloudora.io,Outlook Web,198.51.100.22,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T15:34:50Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T15:39:35Z,james.holt@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-06T15:44:48Z,leah.stone@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-06T15:45:51Z,felix.hart@cloudora.io,Azure Portal,192.0.2.30,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T15:50:20Z,felix.hart@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T15:56:51Z,omar.farah@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T16:03:54Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T16:08:44Z,nina.cole@cloudora.io,SharePoint Online,198.51.100.22,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T16:17:49Z,maya.chen@cloudora.io,SharePoint Online,203.0.113.11,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-06T16:27:54Z,mira.shah@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-06T16:34:13Z,priya.nair@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T16:37:47Z,chloe.price@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-06T16:38:10Z,chloe.price@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T16:48:26Z,isla.grant@cloudora.io,Microsoft 365,203.0.113.15,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T16:51:41Z,ruth.dean@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T16:55:37Z,arjun.mehta@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T16:56:05Z,gwen.muir@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T16:56:57Z,dina.said@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T16:59:49Z,liam.doyle@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T17:02:41Z,kian.patel@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-06T17:10:59Z,isla.grant@cloudora.io,Microsoft Teams,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T17:11:12Z,omar.farah@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T17:25:43Z,zara.aziz@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,50126,Invalid username or password,iOS 17,Mobile Safari
2026-08-06T17:26:21Z,zara.aziz@cloudora.io,Microsoft 365,203.0.113.16,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T17:32:52Z,lena.voss@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-06T17:39:35Z,gwen.muir@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T17:43:52Z,zara.aziz@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T17:48:38Z,mira.shah@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-06T17:48:54Z,lucas.ford@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T17:49:15Z,liam.doyle@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-06T17:55:14Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-06T18:03:08Z,lena.voss@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-06T18:04:26Z,sofia.marino@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T18:04:37Z,cole.burke@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-06T18:05:27Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T18:06:05Z,kian.patel@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T18:07:23Z,hugo.marsh@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T18:13:52Z,tara.kemp@cloudora.io,Azure Portal,203.0.113.14,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-06T18:14:35Z,daniel.reeve@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,50126,Invalid username or password,Windows 10,Edge 126
2026-08-06T18:14:35Z,lucas.ford@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T18:15:53Z,daniel.reeve@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-06T18:20:15Z,leah.stone@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T18:28:16Z,dina.said@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-06T18:30:36Z,leah.stone@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-06T18:35:05Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T18:35:19Z,joel.kerr@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-06T18:36:32Z,cole.burke@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-06T18:37:10Z,ryan.boyd@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T18:44:14Z,freya.lynn@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T18:48:12Z,tara.kemp@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T18:53:42Z,omar.farah@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T18:57:00Z,arjun.mehta@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T19:02:21Z,felix.hart@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-06T19:04:45Z,zara.aziz@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T19:05:58Z,rhys.owen@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-06T19:06:45Z,aria.reid@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T19:07:39Z,adam.clark@cloudora.io,Microsoft Teams,192.0.2.30,Austin,United States,50126,Invalid username or password,iOS 17,Mobile Safari
2026-08-06T19:08:32Z,adam.clark@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-06T19:10:33Z,chloe.price@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T19:10:48Z,dina.said@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T19:11:45Z,ryan.boyd@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-06T19:21:32Z,amelia.frost@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-06T19:21:55Z,james.holt@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-06T19:24:34Z,daniel.reeve@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-06T19:29:52Z,freya.lynn@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T07:33:53Z,ruth.dean@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-07T07:35:20Z,freya.lynn@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T07:35:41Z,rhys.owen@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T07:52:21Z,omar.farah@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T07:54:07Z,ryan.boyd@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T07:57:20Z,freya.lynn@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T07:57:35Z,dean.page@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-07T08:04:13Z,zara.aziz@cloudora.io,Azure Portal,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T08:15:38Z,alba.vega@cloudora.io,Cloudora Admin Portal,198.51.100.22,Manchester,United Kingdom,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-07T08:16:18Z,omar.farah@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,50126,Invalid username or password,iOS 17,Mobile Safari
2026-08-07T08:17:04Z,alba.vega@cloudora.io,Microsoft Teams,198.51.100.22,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T08:17:23Z,omar.farah@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T08:29:23Z,kian.patel@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-07T08:33:43Z,dean.page@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-07T08:34:39Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T08:37:47Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T08:39:11Z,noah.bishop@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,50126,Invalid username or password,Windows 10,Edge 126
2026-08-07T08:39:16Z,ethan.wells@cloudora.io,Microsoft Teams,192.0.2.30,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-07T08:39:52Z,noah.bishop@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T08:40:29Z,lena.voss@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-07T08:41:28Z,nina.cole@cloudora.io,Microsoft Teams,198.51.100.22,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T08:43:11Z,amelia.frost@cloudora.io,Microsoft Teams,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T08:43:15Z,liam.doyle@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T08:46:43Z,finn.gale@cloudora.io,Microsoft 365,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T08:47:03Z,ryan.boyd@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-07T08:47:15Z,omar.farah@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T08:47:39Z,lucas.ford@cloudora.io,SharePoint Online,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T08:47:48Z,ryan.boyd@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T08:48:22Z,mira.shah@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-07T08:54:53Z,liam.doyle@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T08:55:58Z,joel.kerr@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-07T08:59:15Z,liam.doyle@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T08:59:40Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T09:06:55Z,jude.ross@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T09:09:38Z,liam.doyle@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T09:10:07Z,arjun.mehta@cloudora.io,Outlook Web,203.0.113.16,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T09:13:22Z,mira.shah@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-07T09:20:59Z,adam.clark@cloudora.io,Azure Portal,192.0.2.30,Austin,United States,50126,Invalid username or password,iOS 17,Mobile Safari
2026-08-07T09:21:57Z,adam.clark@cloudora.io,SharePoint Online,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-07T09:26:46Z,adam.clark@cloudora.io,SharePoint Online,192.0.2.30,Austin,United States,50126,Invalid username or password,macOS 14,Safari 17
2026-08-07T09:27:25Z,adam.clark@cloudora.io,Microsoft 365,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-07T09:38:27Z,adam.clark@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-07T09:39:35Z,jude.ross@cloudora.io,Cloudora Admin Portal,203.0.113.16,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T09:39:56Z,priya.nair@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T09:47:55Z,james.holt@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T09:54:05Z,liam.doyle@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T10:01:52Z,cole.burke@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-07T10:04:49Z,ruth.dean@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-07T10:08:04Z,leah.stone@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T10:09:51Z,felix.hart@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-07T10:10:00Z,lucas.ford@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T10:13:50Z,james.holt@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T10:21:54Z,zara.aziz@cloudora.io,Azure Portal,203.0.113.16,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T10:23:44Z,kian.patel@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-07T10:25:34Z,cole.burke@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-07T10:30:34Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T10:34:44Z,sofia.marino@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,50126,Invalid username or password,iOS 17,Mobile Safari
2026-08-07T10:35:17Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T10:36:07Z,cole.burke@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-07T10:38:35Z,tara.kemp@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T10:38:41Z,olivia.kaur@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T10:40:13Z,amelia.frost@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T10:41:13Z,mira.shah@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-07T10:47:20Z,arjun.mehta@cloudora.io,Cloudora Admin Portal,203.0.113.16,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T10:53:40Z,omar.farah@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T10:55:43Z,finn.gale@cloudora.io,Microsoft Teams,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T10:56:46Z,ryan.boyd@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T10:56:53Z,dean.page@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-07T11:02:37Z,daniel.reeve@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T11:02:41Z,amelia.frost@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T11:05:00Z,james.holt@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T11:05:32Z,isla.grant@cloudora.io,Microsoft 365,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T11:10:09Z,isla.grant@cloudora.io,Microsoft Teams,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T11:15:41Z,zara.aziz@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,50126,Invalid username or password,Windows 10,Edge 126
2026-08-07T11:15:42Z,priya.nair@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T11:16:20Z,hugo.marsh@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T11:16:26Z,zara.aziz@cloudora.io,Outlook Web,203.0.113.16,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T11:19:05Z,adam.clark@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-07T11:21:12Z,ethan.wells@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,50126,Invalid username or password,macOS 14,Safari 17
2026-08-07T11:22:13Z,chloe.price@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T11:22:42Z,ethan.wells@cloudora.io,Azure Portal,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-07T11:27:06Z,nina.cole@cloudora.io,Cloudora Admin Portal,198.51.100.22,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T11:29:13Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T11:29:50Z,lucas.ford@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T11:34:10Z,sofia.marino@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T11:38:41Z,joel.kerr@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-07T11:41:02Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T11:47:50Z,nina.cole@cloudora.io,Microsoft Teams,198.51.100.22,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T11:47:53Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T11:49:41Z,aria.reid@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T11:50:04Z,noah.bishop@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T11:51:33Z,dina.said@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T11:58:37Z,james.holt@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T12:03:47Z,olivia.kaur@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,50126,Invalid username or password,iOS 17,Mobile Safari
2026-08-07T12:04:23Z,olivia.kaur@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T12:06:46Z,james.holt@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T12:08:23Z,kian.patel@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-07T12:09:33Z,arjun.mehta@cloudora.io,Outlook Web,203.0.113.16,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T12:10:03Z,freya.lynn@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T12:10:23Z,alba.vega@cloudora.io,Microsoft 365,198.51.100.22,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T12:12:21Z,omar.farah@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T12:13:32Z,jude.ross@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T12:18:39Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T12:20:36Z,maya.chen@cloudora.io,Outlook Web,203.0.113.11,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-07T12:20:56Z,james.holt@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,50126,Invalid username or password,Windows 11,Edge 126
2026-08-07T12:21:41Z,james.holt@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T12:22:07Z,aria.reid@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,50126,Invalid username or password,iOS 17,Mobile Safari
2026-08-07T12:22:18Z,tara.kemp@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T12:22:35Z,aria.reid@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T12:24:25Z,lena.voss@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-07T12:25:13Z,priya.nair@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T12:27:47Z,felix.hart@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-07T12:28:21Z,daniel.reeve@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T12:28:21Z,joel.kerr@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-07T12:30:02Z,leah.stone@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T12:33:40Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T12:44:53Z,hugo.marsh@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T12:53:31Z,maya.chen@cloudora.io,Microsoft 365,203.0.113.11,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T12:57:50Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,50126,Invalid username or password,iOS 17,Mobile Safari
